Location,Price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15
"Shanti Nagar, Lekha Nagar,Nashik",837700,5,2.75,3010,12611,2,3010,0,1994,0,2890,9456
"Ojhar, Nashik",448000,3,2.25,1530,3056,2,1530,0,2003,0,1560,3064
"Sadguru Nagar, Nashik",730000,5,1.75,2690,21357,1,1420,1270,1952,0,2600,17539
"Chandshi, Nashik",575000,4,1.5,2810,7140,1,1490,1320,1954,0,2240,6825
"Mhasrul Gaon, Nashik",430000,3,1.75,1810,7300,1,1240,570,1976,0,1460,7560
"Prashant Nagar, Pathardi Phata,Nashik",435000,3,2.5,1560,3987,2,1560,0,2002,0,1600,3152
"Deolali Gaon, Nashik",241000,3,1,1010,9611,1,1010,0,1973,0,1200,9611
"Panchavati, Nashik",453500,2,1.75,1000,1760,1,600,400,1924,0,2120,2802
"Durganagar, Nashik",285000,2,1.5,990,1380,3,990,0,2001,0,1050,1380
"Manik Nagar, Nashik",151000,2,1,720,4222,1,720,0,1942,0,860,4785
"Gurudatta Nagar, Nashik Road,Nashik",1570000,5,4.5,6070,14731,2,6070,0,2004,0,4750,13404
"Mahalaxmi Nagar, Nashik",631000,5,2,2270,2400,2,2270,0,1905,0,1320,2400
"Koknipura, Nashik",285000,2,2.5,1380,1073,2,1140,240,2011,0,1580,2036
"Pintoo Colony, Nashik Road,Nashik",195000,3,1,1260,8378,1,840,420,1959,1977,1140,8496
"Shramik Nagar, Nashik",817500,4,2.5,2910,35679,2,2910,0,1987,0,2720,36728
"Srinivas Colony, Uttara Nagar,Nashik",550000,3,2,1810,12825,1,1810,0,1960,0,1490,10800
"Janak Nagari, Nashik",1130000,4,2.5,3160,8281,2,3160,0,1995,0,3000,8281
"Pintoo Colony, Nashik Road,Nashik",609850,2,2.75,1910,1369,3,1910,0,2002,0,1910,1879
"Nashik Road, Nashik",200000,3,1,1230,4380,1,1230,0,1947,0,1525,6026
"Jagtap Nagar, Nashik",367000,4,2.5,2960,6219,2,2960,0,2006,0,2960,5361
"Jagtap Nagar, Nashik",285167,3,2.25,2200,8375,2,2200,0,1988,0,2200,10002
"Balawant Nagar, Anandwalli Gaon,Nashik",275000,2,1.5,1270,32175,1,1270,0,1947,0,1270,10200
"Ashoknagar, Satpur,Nashik",350900,4,2.5,2540,12843,2,2540,0,1992,0,2410,9383
"Janak Nagari, Nashik",660000,4,3.25,3030,9273,2,3030,0,1988,0,2360,7632
"Balawant Nagar, Anandwalli Gaon,Nashik",525000,3,1.75,1520,8835,1,1520,0,1957,0,1760,8580
"Janak Nagari, Nashik",262000,4,2.5,1560,7800,2,1560,0,1997,0,1160,7800
"Ambedkar Nagar, Chunchale,Nashik",690000,2,1,970,4560,1,970,0,1907,0,1500,4560
"Nashik Road, Nashik",624000,5,3.75,3570,14648,2,3570,0,2005,0,3160,7882
"Sinnar Taluka, Nashik",353000,3,1,1350,7740,1,860,490,1947,0,1130,7740
"Nashik Road, Nashik",552500,4,3.5,3710,10400,2,2290,1420,2002,0,1720,4276
"Ambedkar Nagar, Chunchale,Nashik",224500,4,1,1430,8355,1.5,1430,0,1983,0,1550,7938
"Shri Ram Nagar, Nashik",239000,3,1,940,8571,1,940,0,1950,0,1100,8573
"State Bank Colony, Indira Nagar,Nashik",975000,5,4.5,4300,12250,2,4300,0,2004,0,3950,12250
"Parijat Nagar, Nashik",1200000,4,1.75,3990,13470,2,3990,0,2006,0,5790,13709
"Tirumla Nagar, Wadala Gaon,Nashik",505000,3,1,1380,4000,1.5,1380,0,1910,0,1690,4000
"Ambedkar Nagar, Chunchale,Nashik",302000,4,1.75,2020,7865,1,1010,1010,1963,0,1650,7865
"Sharda Vihar, Nashik",170000,3,1,1480,5670,1,780,700,1944,0,760,5040
"Ojhar, Nashik",195000,2,1,1190,27007,1,1190,0,1910,0,1730,12632
"Nandur Village, Nashik",272000,5,1.5,2550,6300,1,1560,990,1959,0,1380,6300
"Adgaon, Nashik",369000,5,1.5,2550,6300,1,1560,990,1959,0,1380,6300
"Indira Nagar, Nashik",332500,3,1.5,1500,6332,1,1500,0,1953,0,1500,6337
"Ojhar, Nashik",515000,3,2.5,3000,8250,1,1760,1240,1963,0,2040,8250
"Dhurav Nagar, Satpur,Nashik",269000,3,1,1690,4250,1,1020,670,1967,0,1820,8865
"Vijaynagar Colony, Nashik",1280000,4,4,4390,17832,1,2430,1960,1994,0,3090,12369
"Wadala Gaon, Nashik",303000,3,2.5,1560,4100,2,1560,0,1985,0,1660,4400
"Panchavati, Nashik",420000,7,3,2940,8624,1,1690,1250,1977,0,1850,8031
"Vaiduwadi, Mhasrul Gaon,Nashik",400000,3,1,1130,4100,1,990,140,1941,0,1800,4100
"Anand Vihar Colony, Veer Sawarkar Nagar,Nashik",225000,3,1,1020,8437,1,1020,0,1987,0,1420,8500
"Pandav Nagari, Pathardi Phata,Nashik",219000,2,2,1310,2550,2,1310,0,2004,0,1310,2550
"Deolali Gaon, Nashik",605000,3,2.5,2570,9487,2,2570,0,1989,0,2490,9898
"Wasan Nagar, Pathardi Phata,Nashik",625000,4,2,2020,6867,1,1010,1010,1942,0,1250,6842
"Nashik Road, Nashik",380000,5,2,1680,3240,1,840,840,1906,0,1380,1260
"Makhmalabad, Nashik",620000,4,2,1770,7700,1.5,1770,0,1962,0,1710,7700
"Nashik Road, Nashik",687500,4,2.75,3190,10970,2,3190,0,1994,0,2850,8416
"Chandshi, Nashik",225500,4,2,1440,7950,1,1440,0,1962,0,1530,20037
"Ashoknagar, Satpur,Nashik",252500,3,2,1150,6000,1,1150,0,1956,0,1980,6360
"Upendra Nagar Colony, Nashik",510000,3,2.5,1860,3658,2,1860,0,1994,0,1840,3739
"Deolali Gaon, Nashik",510000,4,2.5,2430,5203,2,2430,0,2003,0,2260,7474
"Panchavati, Nashik",725000,3,2.5,1940,4000,1.5,1940,0,1906,0,1440,4000
"Prashant Nagar, Pathardi Phata,Nashik",75000,1,0,670,43377,1,670,0,1966,0,1160,42882
"Sinnar Taluka, Nashik",492000,2,1,880,2970,1,880,0,1927,0,1370,3060
"MIDC, Satpur,Nashik",425000,4,2.5,1930,14196,1,1330,600,1977,0,1470,12852
"Sadguru Nagar, Nashik",1960000,4,2.75,3120,7898,1,1560,1560,1963,0,2630,13868
"Panchavati, Nashik",298900,3,2.5,1830,6162,2,1830,0,1994,0,1860,7017
"Wadala Gaon, Nashik",699000,4,2.5,3230,40319,2,3230,0,1987,0,2990,40234
"Dwarka, Nashik",310000,2,1,700,3000,1,700,0,1918,0,1560,4500
"Chandshi, Nashik",350000,3,1.75,1010,8580,1,1010,0,1961,0,1500,8580
"Jalapur, Nashik",790000,4,1.75,2460,10061,1,1410,1050,1961,0,2300,10061
"Mhasrul Gaon, Nashik",305000,4,2.5,2230,5000,2,2230,0,2003,0,2230,6137
"Bajrang Nagar, Nashik",315000,3,2.5,1570,2865,2,1570,0,2003,0,1610,2582
"Panchavati, Nashik",267500,5,3.5,2390,6600,2,2390,0,1977,0,1140,6600
"Vasantdadanagar, Adgaon,Nashik",1750000,4,3.25,3460,7749,2,3020,440,1950,1998,3030,8680
"Sadguru Nagar, Nashik",435000,6,3.5,2400,8620,2,1640,760,1987,0,1940,7350
"Indira Nagar, Nashik",482500,6,4.5,2940,7500,1.5,2940,0,1966,0,2010,7500
"Prabhat Colony, Nashik",5110000,5,5.25,8010,45517,2,5990,2020,1999,0,3430,26788
"Govind Nagar, Nashik",439995,3,1.75,1570,8400,1,1570,0,1959,0,1860,8639
"Pimpalgaon Bahula, Nashik",460000,3,3,1520,7500,1,1180,340,1967,0,2080,8000
"Serene Meadows, Anandwalli Gaon,Nashik",194000,3,1,1070,6440,1,1070,0,1971,0,1190,6532
"Panchavati, Nashik",290000,2,0.75,440,8313,1,440,0,1943,0,880,26289
"Mhasrul Gaon, Nashik",274700,4,2,2440,9600,1,1220,1220,1963,0,1370,9600
"Sadguru Nagar, Nashik",900000,4,2.5,2660,3672,2,1800,860,1910,0,1510,3825
"Balawant Nagar, Anandwalli Gaon,Nashik",1150000,4,4,4460,103382,2,4460,0,2001,0,3470,88519
"Gaikwad Nagar, Nashik",605000,3,2.5,2010,3667,2,2010,0,2008,0,2350,3600
"Ganpati Nagar, Anandwalli Gaon,Nashik",359000,3,2.5,1450,3850,2,1450,0,2004,0,1970,3748
"Bhujbal Knowledge City, Adgaon,Nashik",850000,3,1.75,1400,9900,1,1400,0,1951,0,1810,10796
"Vaibhav Colony, Rajiv Nagar,Nashik",505000,3,2,1500,2500,2,1500,0,2002,0,1550,5000
"Gurudatta Nagar, Nashik Road,Nashik",565000,3,2.5,2500,7394,2,2500,0,1990,0,2790,7642
"Ramkrishna Nagar, Makhmalabad,Nashik",585000,2,1.75,1280,7110,1,1000,280,1955,0,1550,6835
"Chetana Nagar, Rane Nagar,Nashik",328000,4,3.25,3380,7500,2,2420,960,1990,0,1920,7500
"Pimpalgaon Bahula, Nashik",749950,4,2.75,2910,18700,1,2210,700,1957,1995,2420,26140
"MIDC, Satpur,Nashik",826000,4,2.5,3060,7140,2,3060,0,2006,0,3240,6218
"Janak Nagari, Nashik",535000,3,1,1330,40259,1,1330,0,1977,0,1710,34787
"Professor Colony, Nashik",925000,4,2.5,3300,101930,2,3300,0,1991,0,2880,213879
"Sadguru Nagar, Nashik",875000,3,3.5,3250,6000,2,2500,750,2001,0,1650,6000
"Hirawadi, Nashik",902000,4,2.25,2530,9200,1,1570,960,1976,0,3030,9400
"Kala Nagar, Indira Nagar,Nashik",423000,3,1,1830,13900,1,1830,0,1951,0,1840,10667
"Ramkrishna Nagar, Makhmalabad,Nashik",235000,3,1,1170,11100,1,1170,0,1968,0,2080,8481
"Adgaon,",545000,2,2,2930,14057,1,1680,1250,1980,0,2234,61011
"Bhujbal Knowledge City, Adgaon,Nashik",343000,2,1,1230,7560,1,1230,0,1961,0,1270,7560
"Dnyaneshwar Nagar, Pathardi Phata,Nashik",334950,3,2.5,1620,2930,2,1620,0,2002,0,1900,2943
"Kala Nagar, Indira Nagar,Nashik",405000,3,1.75,1760,5355,1,1160,600,1956,0,1790,6225
"Vaiduwadi, Nashik",220000,4,1,1440,8250,1,1440,0,1959,0,1440,8466
"Damodar Nagar, Pathardi Phata,Nashik",173000,2,1,1740,8100,1,1050,690,1947,0,960,8100
"Nashik Road, Nashik",655000,3,1,1270,3600,1.5,1270,0,1906,0,1710,3600
"Balawant Nagar, Anandwalli Gaon,Nashik",406000,2,1,880,3000,1,880,0,1924,0,890,3000
"Pimpalgaon Bahula, Nashik",632000,6,2.5,2560,8320,1,1370,1190,1961,0,2360,7800
"Ambedkar Nagar, Chunchale,Nashik",357000,5,2.75,1540,4000,1,1140,400,1990,0,1630,4000
"MIDC Ambad, Nashik",361000,3,1.75,1150,17585,1,1150,0,1964,0,1200,7500
"Indira Nagar, Nashik",277000,2,1,770,8149,1,770,0,1948,0,1160,8149
"Jalapur, Nashik",630000,4,3.75,4610,40202,1,2500,2110,1980,0,3050,41056
"Amrutdham, Nashik",254000,3,2.5,1850,4597,2,1850,0,2003,0,2210,5000
"Gayakhe Colony, Nashik Road,Nashik",472800,3,2.25,1840,8400,1,1290,550,1961,0,2110,8400
"Wasan Nagar, Pathardi Phata,Nashik",263000,3,1.75,1490,3800,1,700,790,1913,0,2180,4000
"Hirawadi, Nashik",510000,3,1.75,1490,3800,1,700,790,1913,0,2180,4000
"Deolali Gaon, Nashik",179950,3,1,960,10125,1,960,0,1952,0,1250,9769
"Damodar Nagar, Pathardi Phata,Nashik",525000,4,2.25,1580,7307,1,1160,420,1973,0,2020,7458
"Pathardi Gaon, Pathardi Phata,Nashik",479000,3,2.5,1260,889,3,1260,0,2008,0,1340,1324
"MIDC, Satpur,Nashik",651000,3,2,1940,6440,1,970,970,1940,0,1730,4640
"Makhmalabad, Nashik",949000,4,1.75,2490,7834,1,1240,1250,1958,0,3210,7834
"Dwarka, Nashik",392400,5,2.5,2520,27951,1.5,1890,630,1942,1970,1830,14373
"Pandav Nagari, Pathardi Phata,Nashik",585000,4,1.75,1760,5356,1,920,840,1950,0,1680,5184
"Radha Vasudev Batavia Nagar, Govind Nagar,Nashik",460000,4,2.5,4190,7504,2,4190,0,2004,0,2480,6727
"MIDC, Satpur,Nashik",470000,3,1,1170,4400,1,870,300,1951,0,1240,4400
"Prabhat Colony, Nashik",245000,3,2.5,1600,4271,2,1600,0,2003,0,1520,3225
"Samarth Nagar, Makhmalabad,Nashik",500000,4,2,2760,27631,2,1800,960,1978,0,2490,13158
"Sadguru Nagar, Nashik",455000,3,2.5,2090,8653,2,2090,0,1989,0,2090,6396
"Wadala Gaon, Nashik",485500,4,2.5,2320,3974,2,2320,0,1999,0,2620,4539
"Nashik Road, Nashik",1880000,5,3.25,4110,7920,2,3150,960,1921,0,3890,7800
"Samta Nagar, Nashik",100000,2,1,770,17334,1,770,0,1978,0,1480,17334
"Kishor Nagar, Nashik",307000,3,1.75,1410,16105,1,1410,0,1982,0,1550,18615
"Panchavati, Nashik",475000,4,3.5,3660,14401,2,2660,1000,1994,0,2780,10653
"Patil Nagar, Nashik",330000,4,2.5,2180,7210,1,1190,990,1972,0,2070,7210
"Tirumla Nagar, Wadala Gaon,Nashik",130000,3,1,1110,7520,1,1110,0,1960,0,1440,8400
"Mhasrul Gaon, Nashik",320000,3,2.5,2280,7417,2,2280,0,1998,0,2370,6443
"Vihitgaon, Nashik",735000,4,2.5,2820,6180,2,2050,770,2013,0,1390,4635
"College Road, Nashik",365000,4,2.5,1570,9600,1,800,770,1972,0,1340,9110
"Makhmalabad, Nashik",234000,3,1.5,1200,11935,1,1200,0,1968,0,1350,11935
"Hirawadi, Nashik",211000,4,2,1710,8288,1.5,1710,0,1970,0,1710,7200
"Amrutdham, Nashik",680000,6,3.5,3000,6320,2,2400,600,1969,0,1720,6360
"MIDC, Satpur,Nashik",457000,4,3,2800,7845,2,2800,0,2002,0,2800,6977
"Wadala Gaon, Nashik",349000,3,2.25,1640,7261,2,1640,0,1989,0,1640,6789
"Mhasrul Gaon, Nashik",360000,3,2.75,2030,6840,1,1210,820,1979,0,1910,6365
"Panchwati, MIDC Ambad,Nashik",350000,4,2.5,2530,10155,2,2530,0,1998,0,2330,7205
"Gandhi Nagar Airport Area, Deolali Gaon,Nashik",208000,3,1,990,7420,1,990,0,1960,0,1010,7420
"Nashik Road, Nashik",250275,2,1,790,11234,1,790,0,1942,0,1930,11871
"Dwarka, Nashik",435000,2,1,790,11234,1,790,0,1942,0,1930,11871
"Nashik Road, Nashik",270000,3,1.75,1800,7763,1,1470,330,1984,0,1440,7483
"Ganesh Nagar, Satpur,Nashik",438000,3,1.75,1650,12940,1,1650,0,1961,0,2830,12600
"Indira Nagar, Nashik",659000,4,2,1980,23625,2,1980,0,1938,1984,2300,24640
"Janata Raja Colony, Nashik",645000,4,2.75,2340,6350,1,1310,1030,1974,0,2020,6350
"Damodar Nagar, Pathardi Phata,Nashik",685100,4,2.5,2790,5423,2,2790,0,1999,0,2450,6453
"Janak Nagari, Nashik",350000,7,3,2800,9569,1,1400,1400,1963,0,2150,7333
"Nandur Village, Nashik",375000,2,1,1840,81892,1,1840,0,1955,0,2550,40089
"Jejurkar Wadi, Sharanpur,Nashik",170000,3,1.5,1350,81549,1,1350,0,1966,0,2220,93825
"Panchak, Nashik",880000,4,2.5,3030,3841,3,3030,0,2005,0,1080,4922
"Sagar Village, Nashik",410500,4,2.5,1980,5000,2,1980,0,2008,0,1400,8500
"Mhasrul Gaon, Nashik",780000,4,2.5,3690,13609,2,3690,0,1996,0,3600,13609
"Prabhat Nagar, Nashik",1230000,5,4.5,3732,4426,2.5,2932,800,2001,0,2950,4000
"Vaishnavi Park, Nashik",449000,2,1.75,1510,6852,1,1510,0,2005,0,1510,5912
"Ayodhya Nagari, Nashik",546000,3,1.75,2000,5000,1,1110,890,1921,0,1750,5000
"Nashik Road, Nashik",317000,3,2,1760,11410,1,1060,700,1977,0,1680,9165
"Gandhi Nagar Airport Area, Deolali Gaon,Nashik",276900,3,1,1270,7566,1,1270,0,1958,0,1780,7520
"Mhasrul Gaon, Nashik",399000,5,2,2620,7030,1,1420,1200,1965,0,1360,7964
"Siddhtek Nagar, Nashik",495000,5,2.75,2630,10165,1,1690,940,1976,0,2440,10165
"Konark Nagar, Nashik",258000,3,1.75,2270,9000,1,1330,940,1978,0,2090,8400
"Panchavati, Nashik",600000,2,2.5,2410,102366,1,1940,470,1912,1989,2460,310582
"Dwarka, Nashik",265000,3,2.75,1120,881,3,1120,0,1999,0,1120,1087
"Nashik Road, Nashik",321000,5,2.75,3030,7000,1,1540,1490,1978,0,1790,7330
"Prabhat Colony, Nashik",682000,5,2.25,2120,4000,1.5,1720,400,1910,0,1960,4000
"Wasan Nagar, Pathardi Phata,Nashik",295700,4,2.5,1720,5805,2,1720,0,2000,0,2360,7700
"Someshwar Colony, Satpur,Nashik",609000,4,2.5,2150,37981,2,2150,0,1985,0,2450,37981
"Janak Nagari, Nashik",995000,3,4.5,4380,47044,2,3720,660,1968,1990,2460,18512
"Prashant Nagar, Pathardi Phata,Nashik",530000,3,2.25,2010,11817,2,2010,0,1986,0,2190,10168
"Tarwala Nagar, Nashik",614000,5,2.5,3150,5150,2,1870,1280,1907,2004,1550,5150
"Buddha Vihar, Pathardi Phata,Nashik",390000,3,2.5,2500,21780,1,1770,730,1986,0,2670,23400
"Janak Nagari, Nashik",467000,3,2.5,1690,6642,2,1690,0,2004,0,2120,5080
"Nashik Road, Nashik",484000,6,2.5,3300,13501,1,2060,1240,1980,0,2060,8745
"Ambad Village, Nashik",340000,3,2.5,1240,1115,3,1240,0,2003,0,1410,1355
"Mahatma Nagar, Parijat Nagar,Nashik",302495,3,2.5,2200,7201,2,2200,0,1994,0,2250,7240
"Ganpati Nagar, Anandwalli Gaon,Nashik",532500,3,1.75,1620,3360,1,980,640,1927,0,1400,3840
"Siddhtek Nagar, Nashik",441500,3,2.5,2420,9592,2,1780,640,1993,0,2420,9145
"Shri Ram Nagar, Nashik",470000,4,2.5,2680,8062,1,1530,1150,1967,0,1920,8600
"Medage Nagar, Nashik",2300000,4,3.25,4250,8570,2,4250,0,2004,0,2830,12821
"Pandav Nagari, Pathardi Phata,Nashik",590000,3,2.5,2400,99752,1,2400,0,1996,0,2800,98010
"Ganpati Nagar, Anandwalli Gaon,Nashik",320000,3,1.75,2300,12000,1,1770,530,1942,0,2030,6000
"Sinnar Taluka, Nashik",363000,2,2,920,1201,2,800,120,2009,0,1150,1161
"Samarth Nagar, Makhmalabad,Nashik",747500,4,2.25,2350,18600,2,2350,0,1977,0,2880,14400
"Radha Vasudev Batavia Nagar, Govind Nagar,Nashik",750000,2,2.5,2630,7957,2,2630,0,2003,0,2305,7220
"Ganpati Nagar, Anandwalli Gaon,Nashik",831000,4,3,2170,4000,2,1610,560,1982,2011,1670,4000
"Deolali Gaon, Nashik",403000,3,2.5,1700,4125,2,1700,0,2004,0,1970,4105
"Mhasrul Gaon, Nashik",445000,3,2.5,2470,4565,2,2470,0,2005,0,2470,5064
"Siemens Colony, Rane Nagar,Nashik",345000,3,1,1250,17380,1,1250,0,1970,0,1410,18200
"Kalpataru Nagar, Nashik",2260000,3,3.5,3110,14872,1,3110,0,2003,0,3110,12433
"Vinchur, Nashik",371025,3,2,1530,8925,1,1530,0,1977,0,2040,8856
"Janak Nagari, Nashik",355000,2,1,960,6250,1,960,0,1916,0,1350,6250
"Wasan Nagar, Pathardi Phata,Nashik",270000,3,1,1240,14110,1,1240,0,1972,0,2060,19350
"Shanti Nagar, Lekha Nagar,Nashik",425000,4,2.75,2440,15349,2,2440,0,1957,0,2280,9250
"Panchavati, Nashik",364808,3,1.75,2320,7875,1,1620,700,1967,0,1990,9720
"Shivaji Nagar, Satpur,Nashik",320000,3,2.25,1580,6561,1,1200,380,1981,0,1710,7241
"Saptashrungi Nagar, Kamatwade Gaon,Nashik",325000,4,2.5,2963,5797,2,2963,0,2006,0,2665,6119
"Wasan Nagar, Pathardi Phata,Nashik",350000,3,2.25,2470,10290,2,2230,240,1984,0,1970,10150
"Kalpataru Nagar, Nashik",170000,3,1.5,1370,10176,1,1370,0,1947,0,1650,10176
"Sinnar Taluka, Nashik",255000,2,1,960,28717,1,960,0,1984,0,1860,28717
"Panchavati, Nashik",550000,3,1,1130,7500,1,880,250,1947,0,2190,5250
"Murari Nagar, Nashik",835000,4,4.25,4930,25714,2,4930,0,2005,0,3620,23035
"Janak Nagari, Nashik",420000,3,1,1150,5120,1,800,350,1946,0,1220,5120
"Wadala Gaon, Nashik",925000,4,2.5,2190,7350,2.5,2190,0,1958,0,1880,7350
"Wasan Nagar, Pathardi Phata,Nashik",389250,2,1.5,1490,4080,1,930,560,1956,0,1320,4080
"Chandshi, Nashik",748000,3,2.5,2600,10183,1,1300,1300,2004,0,1860,10401
"Sai Nath Nagar, Nashik",284000,3,1.75,1530,9600,1,1200,330,1988,0,1680,9680
"Balawant Nagar, Anandwalli Gaon,Nashik",588000,4,2,1680,5000,1,980,700,1950,0,1680,6000
"Sadguru Nagar, Nashik",372500,3,1.75,1680,8648,1,1680,0,1963,0,1290,8147
"Gangapur, Nashik",285000,4,3,1900,7194,2,1900,0,1988,0,1690,7194
"Adhav Nagar, Nashik Road,Nashik",360000,3,1,1570,9467,1,1570,0,1954,0,1570,9100
"Gandhi Nagar Airport Area, Deolali Gaon,Nashik",275000,3,1,1370,17859,1,1150,220,1930,0,1460,47044
"Kamod Nagar, Indira Nagar,Nashik",428000,2,2,1350,4225,1,1350,0,2003,0,1660,4225
"Vijaynagar Colony, Nashik",847000,6,2.5,3010,17864,2,3010,0,1969,0,2560,11532
"Buddha Vihar, Pathardi Phata,Nashik",316000,3,1,1010,7838,1,1010,0,1977,0,1380,8128
"Mhasrul Gaon, Nashik",375000,3,2.5,2050,7205,2,2050,0,2000,0,2050,7264
"Mhasrul Gaon, Nashik",533000,3,1,1670,4080,1,1170,500,1967,0,1560,4080
"Jagtap Nagar, Nashik",556000,5,2.5,3840,16905,2,3840,0,1991,0,3270,12133
"Dwarka, Nashik",225000,4,2,2220,14120,1,1200,1020,1966,0,1300,9709
"Deolali Gaon, Nashik",537250,4,2.5,2590,9530,1,1640,950,1978,0,2710,10970
"Chandshi, Nashik",255000,3,1,1180,13650,1,1180,0,1967,0,1460,11730
"Adhav Nagar, Nashik Road,Nashik",530000,4,2.5,2950,4836,2,2950,0,2006,0,2120,4750
"Vijaynagar Colony, Nashik",5300000,6,6,7390,24829,2,5000,2390,1991,0,4320,24619
"Khutwad Nagar, Nashik",595000,3,2.75,2150,31238,2,2150,0,1996,0,2650,38307
"Shalimar, Nashik",548000,4,2,2100,8880,1,2100,0,1958,0,1280,9102
"Deepali Nagar, Nashik",234975,3,1.75,1650,8073,1,1100,550,1980,0,1280,8073
"Chandshi, Nashik",600000,3,1.75,1620,1325,2.5,1430,190,2005,0,1750,1572
"Chandshi, Nashik",432000,4,1,1750,12528,1,1750,0,1967,0,1550,14120
"Wasan Nagar, Pathardi Phata,Nashik",455000,3,1.5,1380,6657,2,1380,0,1986,0,1420,8187
"Kailash Nagar, Nashik",279950,3,1.75,1510,11234,1,1210,300,1965,0,2080,9076
"Kailash Nagar, Nashik",267500,3,1.5,1600,9072,1,1600,0,1963,0,1710,8000
"Canada Corner, Nashik",620000,4,2.5,1840,220308,2,1840,0,2000,0,1890,65340
"Makhmalabad, Nashik",110000,2,1,830,7590,1,830,0,1943,0,980,7590
"Deepali Nagar, Nashik",625000,3,3.5,1810,1846,2,1440,370,2009,0,1480,3600
"Kamod Nagar, Indira Nagar,Nashik",389000,2,1,910,7000,1,910,0,1952,0,1260,7528
"Ambedkar Nagar, Chunchale,Nashik",1200000,4,2,2120,3360,2,2120,0,1905,0,2090,3600
"Makhmalabad, Nashik",788500,4,2.25,2510,133729,2,2510,0,1977,0,2510,69696
"Chandshi, Nashik",567000,5,2.25,2100,6936,1,1600,500,1974,0,2100,8661
"Ganpati Nagar, Anandwalli Gaon,Nashik",515000,2,2.25,2690,15000,1,1870,820,1987,0,2690,15000
"Siddhivinayak Colony, Nashik",605000,4,2.5,2430,11870,1,1590,840,1968,0,2430,9600
"Ghatkopar, Nashik",430000,4,3.75,2452,4800,2,2452,0,1936,1994,1180,4800
"Rajwada Nagar, Deolali Gaon,Nashik",805000,2,1.75,1550,6000,1,1550,0,1920,0,2360,6000
"Chandshi, Nashik",567500,3,2.5,2080,4556,2,2080,0,1999,0,1530,5606
"Chandshi, Nashik",647500,3,1.75,1290,3870,1,1290,0,1916,0,2020,5850
"Hirawadi, Nashik",495000,2,1.75,1850,2530,2.5,1850,0,1903,0,1500,1795
"Rehnuma Nagar, Nashik",825000,4,2.5,3370,5000,2,3370,0,2006,0,3370,5237
"Dwarka, Nashik",435000,4,2.25,2730,7506,2,2730,0,1987,0,2390,8015
"MIDC Ambad, Nashik",445950,3,1.75,1300,7800,1,1300,0,1968,0,1520,7344
"Chetana Nagar, Rane Nagar,Nashik",960000,5,2.75,3040,10257,2,3040,0,1993,0,2860,9327
"Mhasrul Gaon, Nashik",780000,4,3,2440,3600,1.5,1480,960,1929,0,1770,4000
"Wadala Gaon, Nashik",274500,3,2.25,1720,9000,1,1320,400,1969,0,1930,8000
"Chandshi, Nashik",729953,5,3,3230,5167,1.5,2000,1230,1909,0,1509,1626
"Ashwamegh Nagar, Makhmalabad,Nashik",464950,3,1.5,1200,890,2,1030,170,2008,0,1230,2120
"Panchwati, MIDC Ambad,Nashik",620000,4,1.75,2350,18800,1,2350,0,1959,0,3050,14640
"Vaiduwadi, Nashik",735000,4,3.5,3100,5600,2,3100,0,2005,0,3080,5600
"Ganesh Baba Nagar, Nashik",450000,4,2.25,2040,9565,1,1400,640,1959,0,1890,8580
"Wasan Nagar, Pathardi Phata,Nashik",450000,4,1,2000,4676,1.5,1250,750,1916,1986,1140,4676
"Vasantdadanagar, Adgaon,Nashik",842500,4,2.5,2160,5298,2.5,2160,0,1902,0,1720,2283
"Dwarka, Nashik",360000,3,2,1970,79714,1,1070,900,1979,0,1890,36626
"Shivaji Nagar, Satpur,Nashik",585000,3,2.5,2270,100545,2,2270,0,1998,0,1277,100545
"Nashik Road, Nashik",461000,3,2.25,1850,7923,1,1150,700,1977,0,1780,7420
"Radha Vasudev Batavia Nagar, Govind Nagar,Nashik",345000,2,1,1350,4494,1,920,430,1949,0,1470,5225
"Dwarka, Nashik",1080000,3,2.5,3280,10302,1,1680,1600,1970,0,1550,6300
"Kalpataru Nagar, Nashik",643000,4,2.5,2270,8391,2,2270,0,1988,0,2420,8391
"Pimpalgaon Bahula, Nashik",690000,4,2.5,2820,8307,2,2820,0,1990,0,2820,8307
"Makhmalabad, Nashik",282000,4,1,1200,11111,1.5,1200,0,1949,0,1350,9113
"Datey Nagar, Veer Sawarkar Nagar,Nashik",549000,3,1.75,2000,6130,1,1120,880,1951,0,2140,7150
"Mhasrul Gaon, Nashik",815000,3,2,2310,6000,2,1560,750,1926,0,2000,6000
"Serene Meadows, Anandwalli Gaon,Nashik",2200000,5,4.25,4640,22703,2,2860,1780,1952,0,3140,14200
"Samta Nagar, Nashik",700000,3,2.25,2330,11424,2,2330,0,1984,0,2050,11448
"Sharda Vihar, Nashik",933399,3,2.5,3940,10360,2,3110,830,1992,0,2720,11941
"Sinnar Taluka, Nashik",290000,3,1,1440,11250,1,1440,0,1967,0,2200,11250
"Wasan Nagar, Pathardi Phata,Nashik",372000,4,1.75,1960,9300,1,1340,620,1979,0,1500,9752
"Ramkrishna Nagar, Makhmalabad,Nashik",450000,2,1.75,1250,2890,1,790,460,1920,0,1500,3225
